dialogue_line,humor
"Okay. Would you rather live in the shirt pocket of a sweaty giant, or inside his shower drain?",1.0
"Oh my God! Phoebe look, it’s Ross and that girl.",1.0
No! No! Look at that!  It’s a line of ants! They’re working as a team!,1.0
Phoebe!,0.0
"Right, oh yeah. Wow, oh, it looks like Ross is breaking up with her. Uff, I hope he lets her down easy. Let’s go.",1.0
"Come on Phoebe, look at that! They are not breaking up, look at them. Okay that’s, you know what that is? That is a, that is a second date, that’s what that is! Look at that, she just put her hand on his thigh...",1.0
"Oh no! That really is nothing, she is very sexually aggressive.",1.0
"Ohh!  Phoebe, this is all your fault! Now he loves her, he’s gonna marry her, and this is all your fault.",1.0
You said it was okay!,1.0
You said she was bald!!,1.0
What?! What-what-what-what-what?!!,1.0
"Phoebe, we can’t, we just can’t just let it happen! Okay, we have to do something! We have to break them up! Okay? Just go in there and like, shave her head! You owe me one bald girl!!",1.0
"Okay, first of all, breathe. Second of all, I don’t get it. Aren’t you the one that decided that you didn’t want to be with Ross?",1.0
Yes.,0.0
Well isn’t he your friend? Don’t you want him to be happy?,1.0
Yes.,0.0
So?,0.0
"I just y'know, I didn’t expect him to be this happy so soon. Ufff. Ooo-ooh!",1.0
Oh no.,1.0
What?,1.0
"Oh, we killed them all.",0.0
Oh!,0.0
"It’s okay, it’s not as bad as it looks, it’s a precaution. Ah, I’m not supposed to move my spine.",1.0
Please tell me you’re stopping now.,0.0
"I’m fine! I’d fight tonight, if they’d let me.  See this circle I’m marking off here? This is my zone of terror.",1.0
You are insane! You-you gotta give this up!,1.0
"I can’t until I’m the ultimate fighter. I will do it. I’m telling you, the day will come when children will argue over who will win a fight, me or Superman. Now, I’m not saying I could beat Superman, but y'know, kids are stupid.",1.0
"Sit down. All right? Please, just listen to me. You are terrible at this! Okay? You are the worst ultimate fighter ever! Ever!!",1.0
"Y'know I have a torn rotator cuff, a hairline fracture in my right forearm, and a severely bruised Adam’s Apple, but that really hurt.",1.0
"Well then, y'know what? I care about you to much to watch you hurt yourself like this. So if you have to do this, then you’re gonna have to do it without me.",1.0
"Well if you’re asking me to quit, then you’re asking me to be someone I’m not. I’ve got to do this.",1.0
Then I’ve gotta go. Bye.,1.0
Mon-Monica?,0.0
Yes?,0.0
"Could you leave a note? ‘Cause I’m on a lot of pain killers now, and I don’t know if I’ll remember this tomorrow.",1.0
"So, in conclusion, the lines all go up , so I’m happy. Great job team! Tomorrow at 8:30.  Phil! Nice job.  Stevens! Way to go!  Joel-burg, you maniac! I love ya!   Bing! Good job, couldn’t have done it without ya.",1.0
"Thank you, sir.",0.0
"Oh, excuse me. I forgot my briefcase y'know, by accident.",1.0
"Of course, you did. Forgot something else too ya bastard!   Well, what about you? You’re not feeling left out or anything are ya?",1.0
"No. No, not at all, that’s-that’s ridiculous.",1.0
"Everybody else got one, and you want one too. Don’t you?",1.0
"Ye-ye-yeah, yes I do!",0.0
"Now get on out of here, you!",0.0
"Pete Becker is circling the ring now. It looks like, he’s just trying to feel him out. Oh, Bruiser is just...",1.0
"Run! Run you crazy, rich freak!",0.0
"Oh, I can’t watch this.",1.0
"Check it out, he’s winning!  Pete’s winning!",0.0
Really?!,1.0
No-o-o!!,0.0
"Uh-oh, Bruiser has Becker on the canvas and is going for his favourite area.",0.0
Oh! Oh!,0.0
"Wait, if that’s his favourite area, why is he being so mean to it?",1.0
"Well, this is ironic. Of your last two boyfriends, Richard didn’t want to have kids, and from the looks of it, now Pete can’t.",1.0
Ohh!!,1.0
"So ah, your first sexual experience was with a woman?!",1.0
"All right, I was 15, it was my best friend, Ruth, and we got drunk on that hard cider, and then suddenly, I don’t know, we were, we were making out.",1.0
Tell it again.  Seriously.,0.0
I mean is that woman capable of talking about anything else but sex?,1.0
"Yeah, sure. Well y'know, earlier she was talking about geography.",1.0
"Joey, she was listing the countries she’s done it in.",0.0
"Well, I think we all learned something.",1.0
"Hey, you guys! Look what I found! Look at this!  That’s my Mom’s writing! Look.",1.0
"Me and Frank and Phoebe, Graduation 1965.",0.0
Y'know what that means?,1.0
That you’re actually 50?,1.0
"No-no, that’s not, that’s not me Phoebe, that’s her pal Phoebe. According to her high school yearbook, they were like B.F.F.  Best Friends Forever.",1.0
Oh!,0.0
That is so cool.,1.0
"I know! So this woman probably could like have all kinds of stories about my parents, and she might even know like where my Dad is. So I looked her up, and she lives out by the beach. So maybe this weekend we could go to the beach?",1.0
"Yeah! Yeah, we can!",0.0
"Shoot! I can’t go, I have to work!",0.0
That’s too bad.,1.0
"Ohh, big, fat bummerrr.",1.0
So great! Okay! Tomorrow we’re gonna drive out to Montauk.,1.0
"Hey, Bonnie had sex there!",0.0
Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.,1.0
"You’re not gonna die an old maid, maybe an old spinster cook.",1.0
Thanks!,0.0
"Hey now besides, if worst comes to worst, I’ll be your boyfriend.",0.0
Yeah right.,1.0
Why is that so funny?,1.0
You made a joke right? So I laughed.,1.0
"Ha-ha-ha. A little to hard. What am I not ah, boyfriend material?",1.0
"Well, no. You’re Chandler. Y'know, Chandler!",1.0
"Okay, so we’ve established my name, and hit me. But theoretically y'know, I mean say we weren’t friends, say it’s a blind date. I show up at your door, and I’m like  “Hey, nice to meet, ya. Hey, oh-hey.”",1.0
Well I’d probably be scared of a guy using a fake voice.,1.0
Hey!,0.0
"Oh, hey! Oh good, you brought food!",0.0
"No, it’s just my luggage.",1.0
Hey!!,0.0
Woo-hoo! All right! Yeah!,1.0
"Oh, I am having the best karma this week. First, I find this woman who knew my parents, and then my client with the fuzzy back gives me his beach house.",1.0
"Yeah? What about ah, that bike messenger you hit?",1.0
"Oh, I wasn’t talking about his karma.",1.0
Hey!,0.0
Hey!,0.0
"Hey-hey, check out the hat!",0.0
"What a minute, I know that hat! I was taken aboard that hat! They did experiments on me! I can’t have children!!",1.0
"Seriously, where did you get the hat?",1.0
Ross gave it to me.,0.0
"Yeah, I think she looks good.",1.0
"Ohh, thank you.",1.0
"Buy it for ya, or win it for ya?",0.0
"Well excuse me, my fashion-impaired friends, I am here to tell you that hats are back.",1.0
"And this time, they’ve ganged up to form one giant, super hat.",0.0
"Go, go, go!",0.0
"Oh yeah, now everybody wants to be under this hat!",0.0
Oy!!,0.0
What’s with all this sand?,1.0
"Oh, yeah, Bob said there might be flood damage.",0.0
"Yeah, either that, or he has a really big cat.",1.0
"Well, yes, it’s kind’ve an unusual house. It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there.",1.0
"Knock, knock, knock.",0.0
"Ah, oh, hang on a second.  Come in, come in.  All right, so think about it, and call me back.",1.0
"Are you ah, Phoebe Abott?",0.0
"Ahh, yes.",1.0
"Hi Phoebe Abott, I’m your best friends daughter!",0.0
You’re Erwin’s daughter?!,0.0
"No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?",1.0
"Oh gosh, Lily, yes. Of course I remember Lily. I... Then you must be?",1.0
"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",1.0
"Uh-huh. Wow! Well, look! There’s Frank.",1.0
"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",1.0
"Take it easy--if you want, there’s cookies on the counter, or, or--sangria!  I can make sangria!",1.0
"No-no, sorry. Cookies are good, thanks.",1.0
Oh.,0.0
"Well, so, umm, anyway umm, I’ve been, I’ve been looking for my Father, and umm, have you heard from him, or seen him?",1.0
"Oh no, I-I’m sorry, I guess we lost track of everybody after high school.",1.0
"Oh, okay. Well, so tell me everything about my parents. Everything.",1.0
"Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",1.0
"Oh, what? What was it?",1.0
"The three losers. Oh, poor Lily.  Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",1.0
"Yeah, no, it was great.",1.0
"Hey, y'know what a really good rainy day game is?",1.0
What?!,1.0
"I mean naked game. Strip poker, we should totally play strip poker.",1.0
"No, no!",0.0
What are you crazy?!,1.0
"Come on! When you go away, you-you have to play, it’s like a law!",1.0
Allll done!,0.0
"Aww, thank you.",0.0
"Okay, who’s next?!",0.0
No-o-o!  No way!,0.0
"Come on, please?! I’m boredddd! You let me do it once before.",1.0
"Yeah well, if ah, if that’s the rule this weekend...  No!",1.0
Yes!,0.0
Get away!,0.0
Just once!,0.0
Stay away!,0.0
"Take it like a man, Ross!",0.0
No!  No!,0.0
"Oh, come on!",0.0
Big bullies!!,0.0
"Ow! Ow! Oh, no-no-no!",1.0
"Oh, hey!",0.0
Hey!,0.0
Hey!,0.0
"Oh, so, how are we doing?",0.0
Bored and bored!,0.0
"Hey, you know what naked card game is never boring?",1.0
Noo!!,0.0
So what’s Phoebe like?,1.0
"I’m kind, caring, and sweet. What’s Monica like?",1.0
"Ah no, the other Phoebe, the one you went to go see.",1.0
"Ohh, I think she knows where my Dad is.",1.0
What?,1.0
Really?!,1.0
"Oh well, where is he?!",1.0
"She was acting, she was pretending like she hasn’t heard from him on years, but I found this picture on her fridge, and look ! Isn’t this what he would look like now?",1.0
Totally familiar.,1.0
"Oh, yeah.",1.0
Yeah!,0.0
"Well, why would she lie to you?",1.0
"I don’t know, but we’re having dinner tomorrow night, so I figured, she’s gonna tell me then. Y'know maybe she just wanted to give him time to, buy me presents, I don’t know! So, you’re all bored?",1.0
Ohh!!,1.0
Yes!,0.0
"All right, I’m gonna close my eyes and point to someone, and you, whoever I point has to come up with something fun for us to do, and we have to do it.",1.0
"Okay, all right.",0.0
Okay.,0.0
Fan out! Fan out!,0.0
"Okay.  Ooh, y'know we could just do this.",1.0
"Okay, umm, we all have to play strip poker.",1.0
OH YES!!!!!,0.0
Strip Happy Days Game?,0.0
"Yeah, well, I couldn’t find any cards, so it was either this or Strip Bag Of Old Knitting Stuff.",1.0
"Okay,  Fonzy gives you two thumbs up, collect two cool points. Yeah.",1.0
"Monica, if you get five cool points, you get to make somebody take off one item of clothing. It hasn’t happened yet, but we’re all very excited.",1.0
"Okay, come on!  Daddy needs a new pair of electromagnetic microscopes for the Prehistoric Forensics Department!   Okay.  Take Pinky Tuscadero up to Inspiration Point, collect three cool points!! Yeah! Which gives me five, and let’s see who is gonna lose their clothes. Ummmm, I think I pick our strip poker sponsor Mr. Joey Tribianni.",1.0
Woo-hooooo!!!!,0.0
"All right, relax. It’s just a shoe.",1.0
Wooooo!!!!,1.0
"Okay, your band is playing at Arnold’s, collect three cool points. Which means, I have five, and that means I get Joey’s boxers!",1.0
Fine. Gang up on me! I got you all right where I want you.,1.0
"Come on, take ‘em off!!",0.0
"Actually, y'know it’s kinda cold, so how about I keep my boxers on, and give you all a peek at the good stuff?",1.0
"All right, I’m gonna make more margaritas!",0.0
"Whoa, hey! What are doing? Trying to get me drunk?",1.0
I’m just making margaritas.,1.0
Okay.,0.0
I think I’ll help her out.   What is going on here?,1.0
What?!,1.0
You painting his toenails?,1.0
"Oh, come on!",0.0
Chasing him all around the room?,1.0
"Monica, please?",0.0
He’s totally flirting with you too.,1.0
"He is, isn’t he? I don’t know, I don’t know, I mean maybe it’s just being here at the beach together or, I don’t know. But it’s like something...",1.0
Hey!,0.0
Hey!  Hi Bonnie!,0.0
"Hi! My boss let me off early, so I took the train.",1.0
Oh.,0.0
What are you guys doing?!,1.0
We’re playing Strip Happy Days Game!,0.0
Cool! I’ll catch up!,0.0
"So, you still don’t think I’m boyfriend material?",1.0
Huh?,1.0
I saw you checking me out during the game last night.,1.0
You didn’t even take off your pants.,1.0
"Yeah, well, lucky for you.",0.0
What?,1.0
I don’t know.,1.0
Well! Is everybody else having just the best time?!,1.0
Shhh! Shhhh! Joey’s asleep.,1.0
"After he passed out, we put the sand around him to keep him warm.",0.0
"Well I assume the ah, happy couple isn’t up yet. Did you guys hear them last night?",1.0
"Oh, yeah, I don’t know what they were doing, but at one point sea turtles actually came up to the house.",1.0
Good morning.,0.0
Hey.,0.0
Hey! How did everybody sleep?,1.0
"Oh, great.",0.0
Like a log.,1.0
Us too.,0.0
I’m going for a walk.,1.0
Good morning. Nice breasts by the way.,1.0
"Hey, what happened to you?",0.0
"Oh, ah nothin’. I just felt like hangin’ out here and reading.",1.0
"Oh, the water was sooo great! We jumped off this pier and my suit came off.",1.0
"Ohhhh, sorry I missed that.",1.0
"Yeah, Joey and Chandler sure are funny.",1.0
Ohh-ha-ha!,0.0
I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,1.0
